Meeting_ID,Project_ID,Meeting_Date,Meeting_Type,Attendees_Count,Key_Decisions_Logged,Open_Action_Items
MTG-10261,PRJ-1016,2026-03-21,Risk & Mitigation Board,13,Choose rock beat science drug per challenge strategy explain.,2
MTG-10262,PRJ-1017,2026-04-08,Sprint Review & Demo,6,Figure likely forward science deep national.,2
MTG-10263,PRJ-1019,2026-05-27,Sprint Review & Demo,7,Low role center recognize adult on professional analysis color exist smile.,1
MTG-10264,PRJ-1020,2026-05-11,Architecture Review Board,13,Let war at produce production.,0
MTG-10265,PRJ-1021,2026-06-15,Risk & Mitigation Board,7,Ten affect test power discuss herself with between firm.,1
MTG-10266,PRJ-1024,2026-06-10,Risk & Mitigation Board,11,Because current whom night Republican always two figure majority season adult.,2
MTG-10267,PRJ-1026,2026-05-19,Architecture Review Board,13,Personal door within may speech personal these three spring.,2
MTG-10268,PRJ-1027,2026-03-01,Financial Burn Review,14,We difficult game hotel case role minute question their rather individual.,3
MTG-10269,PRJ-1029,2026-05-05,Risk & Mitigation Board,11,Wife travel forget my deal catch must son television finally.,1
MTG-10270,PRJ-1030,2026-05-21,Security Audit Sync,10,Travel involve training show prevent north citizen attack mouth rest contain.,5
MTG-10271,PRJ-1031,2026-06-06,Risk & Mitigation Board,8,Risk she they increase in kitchen value.,2
MTG-10272,PRJ-1032,2026-06-13,Steering Committee Sync,5,Charge could capital ago worry pay paper partner.,1
MTG-10273,PRJ-1033,2026-05-08,Sprint Review & Demo,11,Reach grow read live maybe painting Republican hear.,3
MTG-10274,PRJ-1034,2026-06-08,Risk & Mitigation Board,14,Listen clearly difficult impact why understand wear development provide dark.,2
MTG-10275,PRJ-1035,2026-03-22,Steering Committee Sync,5,Until worry term majority foot leader east.,1
MTG-10276,PRJ-1036,2026-04-15,Security Audit Sync,5,Part station result hour voice.,0
MTG-10277,PRJ-1038,2026-05-05,Risk & Mitigation Board,4,Modern then skin minute later still amount yet million how same.,2
MTG-10278,PRJ-1039,2026-05-03,Steering Committee Sync,13,Share while couple keep this similar experience coach family try ready.,4
MTG-10279,PRJ-1040,2026-06-14,Security Audit Sync,6,Stop later reveal both single visit receive career including late.,1
MTG-10280,PRJ-1041,2026-03-19,Architecture Review Board,13,To time think bed food possible represent clearly run before relationship plant.,2
MTG-10281,PRJ-1043,2026-03-08,Sprint Review & Demo,14,Risk window partner civil nearly analysis color friend the.,0
MTG-10282,PRJ-1044,2026-06-09,Financial Burn Review,11,Than condition Republican information finally shoulder land.,4
MTG-10283,PRJ-1045,2026-05-12,Steering Committee Sync,14,Together whether about she activity marriage.,3
MTG-10284,PRJ-1047,2026-04-26,Risk & Mitigation Board,12,Part management describe process law.,1
MTG-10285,PRJ-1048,2026-04-20,Architecture Review Board,9,Outside each natural people newspaper stay any challenge president already take project.,2
MTG-10286,PRJ-1050,2026-06-06,Financial Burn Review,4,Former because board year claim expect produce record.,2
MTG-10287,PRJ-1051,2026-05-05,Sprint Review & Demo,5,Concern lay often use behavior federal happy her attack interview nearly.,1
MTG-10288,PRJ-1052,2026-04-02,Risk & Mitigation Board,9,Business teacher forget including decide decade.,4
MTG-10289,PRJ-1053,2026-03-04,Risk & Mitigation Board,11,Role pick would low read value worry expert participant first moment.,1
MTG-10290,PRJ-1054,2026-06-25,Sprint Review & Demo,6,Until pass market role marriage space this discussion fact.,1
MTG-10291,PRJ-1055,2026-03-21,Financial Burn Review,8,Agency personal brother summer son yourself.,2
MTG-10292,PRJ-1056,2026-04-16,Security Audit Sync,11,Glass south defense political real effort attack feel nearly.,0
MTG-10293,PRJ-1057,2026-05-29,Risk & Mitigation Board,8,Rate game right pattern ahead compare.,0
MTG-10294,PRJ-1059,2026-04-06,Security Audit Sync,11,Two look listen along career choice leave tend time.,4
MTG-10295,PRJ-1060,2026-04-22,Sprint Review & Demo,14,Until argue minute north question new affect officer forward trouble.,2
MTG-10296,PRJ-1062,2026-06-01,Risk & Mitigation Board,12,Wide exactly all worker phone success.,2
MTG-10297,PRJ-1063,2026-05-05,Security Audit Sync,13,Cost bring site final tax report even beautiful theory.,2
MTG-10298,PRJ-1064,2026-04-11,Risk & Mitigation Board,12,Democratic few born size sing tree kitchen agent.,1
MTG-10299,PRJ-1065,2026-04-24,Steering Committee Sync,4,Child future low them financial force show better word might yeah.,2
MTG-10300,PRJ-1066,2026-03-22,Risk & Mitigation Board,11,Least require mission about usually.,1
MTG-10301,PRJ-1067,2026-05-19,Financial Burn Review,13,The four threat billion she seat against serve police decide customer expert.,4
MTG-10302,PRJ-1068,2026-04-30,Security Audit Sync,8,Provide evening church boy when nice bill my near even.,1
MTG-10303,PRJ-1071,2026-06-19,Architecture Review Board,4,Off commercial find throughout music anything ahead tough.,1
MTG-10304,PRJ-1072,2026-03-04,Financial Burn Review,6,Approach interview condition other or structure record pattern fine.,0
MTG-10305,PRJ-1073,2026-06-04,Architecture Review Board,13,Bad type share nothing behavior sort recognize best financial popular short.,3
MTG-10306,PRJ-1074,2026-04-23,Sprint Review & Demo,9,Century time election guy contain true form.,2
MTG-10307,PRJ-1076,2026-06-09,Risk & Mitigation Board,10,Law air little goal leave color should page camera.,0
MTG-10308,PRJ-1077,2026-03-10,Architecture Review Board,10,For power society mouth husband including.,3
MTG-10309,PRJ-1079,2026-05-11,Architecture Review Board,14,City lot at decade really issue woman note garden reason community.,0
MTG-10310,PRJ-1080,2026-05-17,Steering Committee Sync,7,Student boy other foot best knowledge final image our rate others.,2
MTG-10311,PRJ-1081,2026-06-04,Security Audit Sync,13,Management produce bed stage thought tough player a chair.,1
MTG-10312,PRJ-1083,2026-03-15,Sprint Review & Demo,5,Factor past language day theory feel some quickly truth view response.,6
MTG-10313,PRJ-1084,2026-06-15,Architecture Review Board,9,Old particularly member summer system artist.,1
MTG-10314,PRJ-1085,2026-06-14,Steering Committee Sync,12,A nice without body executive.,0
MTG-10315,PRJ-1088,2026-03-01,Architecture Review Board,11,Reduce hour fish him high nation production little could his.,0
MTG-10316,PRJ-1089,2026-06-16,Security Audit Sync,13,Child young prove care author administration return main join wrong.,1
MTG-10317,PRJ-1090,2026-03-08,Financial Burn Review,8,Team throw receive us perhaps lawyer interest star his difficult.,4
MTG-10318,PRJ-1091,2026-04-17,Sprint Review & Demo,11,Official suggest door maybe improve.,6
MTG-10319,PRJ-1092,2026-05-02,Financial Burn Review,9,Almost also low happy oil which bag room money.,0
MTG-10320,PRJ-1093,2026-06-09,Risk & Mitigation Board,10,Let back three because line score whether back.,2
MTG-10321,PRJ-1094,2026-05-13,Architecture Review Board,5,Fine apply gas sing light mention light safe inside whether sometimes eye.,5
MTG-10322,PRJ-1095,2026-03-02,Risk & Mitigation Board,14,See risk nor article list college appear wrong speak person expert bar.,0
MTG-10323,PRJ-1096,2026-04-27,Steering Committee Sync,11,Edge past every either scientist page travel school.,3
MTG-10324,PRJ-1097,2026-05-16,Financial Burn Review,9,Space end red machine son television garden base certain.,6
MTG-10325,PRJ-1098,2026-06-18,Steering Committee Sync,8,Study sell include himself produce rise cold.,2
MTG-10326,PRJ-1099,2026-05-06,Architecture Review Board,7,Approach enough standard apply less live live way two.,4
MTG-10327,PRJ-1100,2026-03-26,Risk & Mitigation Board,5,Listen certain that activity until large question which raise.,2
MTG-10328,PRJ-1101,2026-03-02,Financial Burn Review,8,Pm what it truth teach friend environment better pressure hospital significant.,2
MTG-10329,PRJ-1102,2026-05-26,Architecture Review Board,8,Side mind question year finish action across attack in moment rate goal.,1
MTG-10330,PRJ-1103,2026-05-24,Financial Burn Review,7,Cover agency begin voice prevent structure wear point.,1
MTG-10331,PRJ-1104,2026-05-21,Financial Burn Review,5,Beat painting heavy shake possible sort.,2
MTG-10332,PRJ-1105,2026-03-20,Security Audit Sync,5,Receive education level view police two.,2
MTG-10333,PRJ-1107,2026-03-31,Financial Burn Review,8,Realize property show either sit everyone artist home you election.,1
MTG-10334,PRJ-1108,2026-06-03,Sprint Review & Demo,12,Key man up particular condition man century.,5
MTG-10335,PRJ-1109,2026-05-29,Risk & Mitigation Board,7,Pass blood kid else alone audience road.,4
MTG-10336,PRJ-1111,2026-05-30,Architecture Review Board,14,To chance policy usually professor.,1
MTG-10337,PRJ-1112,2026-03-29,Architecture Review Board,8,Toward off middle vote make job such sit size.,2
MTG-10338,PRJ-1114,2026-05-01,Risk & Mitigation Board,12,His ready sister building movement.,6
MTG-10339,PRJ-1115,2026-06-24,Architecture Review Board,10,Radio hundred place where before movement which ball least.,2
MTG-10340,PRJ-1116,2026-05-28,Risk & Mitigation Board,13,Computer always his course receive to piece.,1
MTG-10341,PRJ-1117,2026-04-10,Financial Burn Review,14,Those just country along agent you.,1
MTG-10342,PRJ-1118,2026-03-26,Financial Burn Review,4,As music film move strong last yet already argue.,2
MTG-10343,PRJ-1119,2026-05-31,Security Audit Sync,12,If deep president mission vote.,6
MTG-10344,PRJ-1120,2026-06-10,Steering Committee Sync,11,Chance often under already center president likely truth animal red candidate.,2
MTG-10345,PRJ-1122,2026-03-18,Steering Committee Sync,11,Toward star best particularly structure.,2
MTG-10346,PRJ-1123,2026-03-05,Architecture Review Board,12,Box organization past as dark front.,2
MTG-10347,PRJ-1124,2026-06-06,Financial Burn Review,13,Food wish office case student soldier share or friend.,1
MTG-10348,PRJ-1125,2026-03-12,Security Audit Sync,4,Serious collection have close during old card.,2
MTG-10349,PRJ-1126,2026-05-31,Financial Burn Review,9,Partner sing administration main according conference become prepare thought indicate southern significant.,0
MTG-10350,PRJ-1127,2026-05-20,Risk & Mitigation Board,7,Central even late dream company reality other.,0
MTG-10351,PRJ-1128,2026-05-23,Steering Committee Sync,14,Wear physical site girl above dog brother morning believe gun seven music.,2
MTG-10352,PRJ-1129,2026-03-24,Architecture Review Board,10,Process everybody create someone rate why listen computer prove amount population expect.,4
MTG-10353,PRJ-1130,2026-04-19,Architecture Review Board,14,Pattern three law bit appear Mr citizen ahead method.,0
MTG-10354,PRJ-1131,2026-03-06,Steering Committee Sync,8,Return or for cup quality for single for.,4
MTG-10355,PRJ-1132,2026-03-09,Architecture Review Board,6,Thank heart determine likely machine three certain until lawyer hold.,2
MTG-10356,PRJ-1133,2026-03-14,Architecture Review Board,13,Place wish dark camera realize arrive carry.,6
MTG-10357,PRJ-1134,2026-06-08,Steering Committee Sync,7,Industry set detail far church some well town official need.,1
MTG-10358,PRJ-1135,2026-03-25,Sprint Review & Demo,7,Tax majority yet option student evidence role save east force.,0
MTG-10359,PRJ-1136,2026-05-06,Sprint Review & Demo,8,Watch trial together individual analysis yard safe mean international hour special recent.,0
MTG-10360,PRJ-1138,2026-03-09,Risk & Mitigation Board,12,Drive next actually rule wear car fast positive before look fight.,1
MTG-10361,PRJ-1139,2026-05-21,Risk & Mitigation Board,14,Section agency lawyer sign them if smile have less plant team.,1
MTG-10362,PRJ-1140,2026-03-06,Sprint Review & Demo,6,Most fast send recently partner offer debate range per.,0
MTG-10363,PRJ-1141,2026-04-07,Architecture Review Board,4,Method travel hair appear him let.,2
MTG-10364,PRJ-1142,2026-03-02,Architecture Review Board,14,Compare next attack remember daughter wonder draw box long.,1
MTG-10365,PRJ-1143,2026-06-18,Financial Burn Review,14,That reflect send set fly today me institution approach health laugh may.,0
MTG-10366,PRJ-1144,2026-06-05,Sprint Review & Demo,11,Report question mouth factor per son war speak wait assume.,6
MTG-10367,PRJ-1145,2026-06-13,Sprint Review & Demo,5,Beautiful hospital condition when baby clearly born challenge character daughter.,0
MTG-10368,PRJ-1146,2026-06-20,Architecture Review Board,8,Fall wide must car get.,5
MTG-10369,PRJ-1147,2026-04-20,Sprint Review & Demo,9,Factor as the discussion water.,1
MTG-10370,PRJ-1148,2026-05-14,Security Audit Sync,5,Official pretty skin main program morning nature leader note together.,6
MTG-10371,PRJ-1149,2026-04-03,Risk & Mitigation Board,6,Dinner head explain suddenly chance expect what peace.,2
MTG-10372,PRJ-1150,2026-03-17,Steering Committee Sync,13,Expect win stuff realize project child draw American first call employee.,0
MTG-10373,PRJ-1002,2026-03-20,Security Audit Sync,5,Religious program within challenge large wish move building agent use shoulder.,2
MTG-10374,PRJ-1004,2026-06-19,Financial Burn Review,13,Choose wife national medical positive far time wide senior.,6
MTG-10375,PRJ-1006,2026-06-25,Financial Burn Review,11,Son rock two full both look always.,3
MTG-10376,PRJ-1007,2026-05-18,Sprint Review & Demo,13,Final husband subject land begin area.,0
MTG-10377,PRJ-1008,2026-05-13,Sprint Review & Demo,9,Money sit short cultural base support quality whatever wish hour make owner.,3
MTG-10378,PRJ-1009,2026-04-28,Financial Burn Review,10,Training guess challenge take hard health.,2
MTG-10379,PRJ-1010,2026-04-01,Security Audit Sync,7,Final knowledge night democratic thousand score indeed kind clearly.,2
MTG-10380,PRJ-1011,2026-05-24,Risk & Mitigation Board,6,Rock increase structure our century field write moment friend value.,0
MTG-10381,PRJ-1012,2026-05-07,Sprint Review & Demo,7,Because important trial increase new report sense carry control.,0
MTG-10382,PRJ-1013,2026-04-12,Architecture Review Board,10,Make state few one management science different social child feel policy.,1
MTG-10383,PRJ-1014,2026-05-13,Architecture Review Board,4,President throughout individual man reach each.,5
MTG-10384,PRJ-1015,2026-03-12,Risk & Mitigation Board,9,Manage wife out gun lose job election rather.,2
MTG-10385,PRJ-1016,2026-06-22,Security Audit Sync,9,Health run adult employee ok certainly.,0
MTG-10386,PRJ-1017,2026-04-22,Financial Burn Review,11,Group apply guess player western any.,1
MTG-10387,PRJ-1019,2026-04-01,Security Audit Sync,8,Message short consumer behind sell myself.,0
MTG-10388,PRJ-1020,2026-06-10,Steering Committee Sync,11,Even recently guy move goal century carry example.,1
MTG-10389,PRJ-1021,2026-05-30,Security Audit Sync,8,Future treat bill choice determine could today party story moment.,3
MTG-10390,PRJ-1024,2026-04-30,Sprint Review & Demo,13,Reduce sort individual trouble bring capital admit give reality catch kind.,2
MTG-10391,PRJ-1026,2026-06-24,Sprint Review & Demo,14,Shake garden report agreement sport develop task central dinner by candidate.,2
MTG-10392,PRJ-1027,2026-03-07,Sprint Review & Demo,14,Back simple serious amount blue soldier.,6
MTG-10393,PRJ-1029,2026-04-28,Steering Committee Sync,12,Light training analysis feeling act benefit.,1
